x,y,boja
19,38.19,0
7,13.65,1
17,31.959999999999997,0
10,17.9,1
23,47.38,1
44,79.64,1
38,68.78,1
33,60.39,1
30,65.7,0
14,26.88,0
11,21.669999999999998,1
23,42.32,1
10,20.8,0
41,79.13,1
29,55.099999999999994,0
4,8.64,1
48,86.4,1
43,92.45,0
1,1.87,1
10,22.5,0
17,34.849999999999994,0
3,5.85,1
11,23.98,0
5,10.649999999999999,0
36,80.28,0
10,19.2,0
26,53.56,0
41,81.17999999999999,0
36,72.72,1
46,101.2,0
48,93.6,1
4,8.32,0
46,88.32,1
34,62.22,0
33,61.050000000000004,1
50,106.0,0
36,76.67999999999999,0
4,8.76,0
1,1.76,0
2,4.5,1
24,46.32,1
35,69.3,1
17,29.92,0
20,42.0,0
34,72.08,0
39,86.97,1
46,99.36000000000001,0
7,14.56,0
44,97.68,0
25,48.5,1
8,17.92,0
2,4.06,1
8,17.52,0
43,88.14999999999999,0
47,94.94,1
32,61.76,1
6,13.26,0
10,22.200000000000003,0
30,64.5,1
10,18.400000000000002,1
37,65.49,0
49,86.73,1
19,34.58,1
2,3.88,1
17,31.28,1
37,71.78,1
22,47.52,0
8,14.64,1
38,80.94,0
50,101.49999999999999,1
35,68.25,1
15,27.150000000000002,1
9,17.189999999999998,0
35,77.0,0
28,50.4,0
6,11.7,1
45,94.94999999999999,0
9,19.98,0
47,92.59,0
9,17.55,0
14,28.28,0
5,10.9,0
48,104.64000000000001,0
24,49.199999999999996,0
26,46.02,1
8,14.4,0
27,48.33,1
5,9.6,1
2,3.54,1
18,34.74,1
33,63.029999999999994,1
5,10.649999999999999,0
17,34.51,0
5,10.549999999999999,1
12,26.400000000000002,1
20,42.0,0
19,36.48,1
49,94.08,1
44,92.83999999999999,1
11,20.9,1
21,41.58,1
2,3.66,1
40,83.2,1
46,100.74,0
26,49.92,1
41,84.46000000000001,0
19,38.76,0
14,30.099999999999998,0
15,32.25,0
19,41.42,0
2,3.84,1
14,27.02,1
10,18.400000000000002,1
43,88.58,1
24,53.28,0
20,40.0,0
31,65.41,0
3,6.33,1
38,67.64,1
25,55.25,0
19,38.949999999999996,1
25,48.25,1
29,64.67,0
38,75.62,0
16,35.36,0
9,19.98,0
5,8.85,0
15,32.7,0
39,80.72999999999999,0
30,59.7,1
45,85.95,0
42,90.72,0
4,7.0,1
26,46.28,0
39,84.63,0
42,81.48,1
33,72.60000000000001,0
1,1.81,1
7,13.58,1
3,6.09,0
44,94.16000000000001,0
2,4.12,0
43,77.83,1
16,33.44,0
25,45.5,1
14,31.080000000000002,0
18,39.06,1
12,23.04,1
21,37.38,1
1,2.05,0
5,11.0,0
4,7.44,1
48,105.12,0
22,44.0,0
45,87.3,1
19,40.85,0
11,22.880000000000003,0
2,4.32,0
16,32.48,0
20,41.6,1
4,7.68,1
10,22.400000000000002,0
10,21.299999999999997,0
35,67.89999999999999,1
48,93.6,1
21,37.59,1
28,49.0,1
16,33.76,0
7,14.069999999999999,0
25,49.5,0
27,55.620000000000005,0
20,36.4,1
30,63.0,0
17,30.6,1
9,18.0,1
40,77.2,1
19,33.63,0
41,91.02000000000001,1
35,71.4,0
48,104.64000000000001,0
36,66.60000000000001,1
45,90.0,1
27,58.32000000000001,0
40,85.19999999999999,0
35,74.55,0
40,79.2,0
9,16.38,0
20,41.2,0
2,4.2,0
12,21.6,0
37,70.3,1
22,47.080000000000005,0
34,75.48,0
10,19.7,1
16,32.32,1
21,39.06,0
12,26.759999999999998,0
37,82.14,0
49,88.2,1
29,51.04,1
7,15.469999999999999,1
5,10.45,0
14,26.459999999999997,1
29,58.28999999999999,1
40,75.19999999999999,0
1,1.84,1
31,55.18,1
10,20.8,0
21,39.27,1
19,35.53,1
25,48.0,0
13,26.0,1
37,82.88000000000001,1
28,62.44,1
18,34.56,1
8,15.68,1
15,30.6,0
10,19.0,1
13,23.14,1
28,62.160000000000004,0
6,12.419999999999998,0
50,92.5,0
16,31.84,1
48,84.0,0
35,65.45,0
25,51.0,0
33,65.34,1
9,15.93,1
32,70.08,0
25,49.25,1
4,8.08,0
18,32.94,1
39,82.28999999999999,0
6,13.5,1
21,42.209999999999994,1
3,6.24,1
2,3.7,1
19,41.61,1
2,3.78,1
11,19.8,1
21,44.73,0
25,52.75,0
4,8.96,0
15,28.65,0
50,91.5,1
7,12.46,1
47,98.22999999999999,0
42,75.18,0
4,8.0,0
49,86.24,1
10,18.799999999999997,0
11,20.240000000000002,1
29,59.160000000000004,0
26,53.81999999999999,0
11,20.35,1
6,11.64,0
48,98.88,0
18,36.36,0
40,75.19999999999999,1
29,56.26,1
47,89.3,1
20,35.2,1
5,9.9,1
30,56.1,1
48,106.08,0
29,61.769999999999996,0
4,7.56,1
32,63.04,0
33,68.30999999999999,1
19,38.76,0
40,88.0,0
27,52.65,1
21,45.78,1
9,18.0,1
22,47.52,0
31,68.82000000000001,0
23,45.08,0
21,40.949999999999996,1
9,16.38,1
45,79.65,1
37,74.36999999999999,1
44,77.0,1
32,57.6,0
16,29.76,1
11,20.9,1
33,71.94000000000001,0
26,48.879999999999995,1
11,21.669999999999998,1
13,27.3,0
8,15.6,1
15,28.05,1
45,81.9,1
2,3.66,1
18,40.14,0
48,101.28,1
34,75.48,0
38,80.17999999999999,0
35,76.64999999999999,0
49,96.53,1
40,87.6,0
12,21.84,1
44,77.88,1
18,32.76,1
14,27.86,1
24,52.08,0
38,83.60000000000001,1
21,40.32,1
2,4.5,0
42,92.82,0
22,45.32,0
9,17.91,1
34,71.4,0
7,12.6,1
46,88.78,1
22,46.64,0
28,49.56,1
4,8.8,0
5,10.600000000000001,0
27,54.809999999999995,0
15,26.7,1
14,27.439999999999998,1
14,30.939999999999998,0
25,52.0,1
29,53.650000000000006,1
34,60.86,1
29,61.769999999999996,0
27,60.21,0
44,88.88,0
46,93.38,0
24,44.160000000000004,1
28,51.24,1
48,84.0,0
15,26.55,1
27,50.49,1
19,37.24,1
30,59.1,1
25,51.0,0
26,52.0,0
22,43.12,1
33,61.38,1
31,64.48,0
37,82.14,0
10,19.9,1
38,72.2,1
29,61.19,0
8,15.76,1
7,12.530000000000001,1
23,46.46,0
39,78.38999999999999,0
49,90.65,1
3,6.6899999999999995,0
9,18.900000000000002,0
20,44.800000000000004,0
10,20.0,1
28,54.04,1
29,55.68,1
11,23.209999999999997,0
37,67.34,1
25,46.25,1
5,10.149999999999999,0
17,34.849999999999994,0
33,59.07,1
38,72.2,1
39,83.46000000000001,0
5,10.95,0
18,32.04,1
19,36.67,1
13,22.88,1
49,98.49,0
10,18.6,1
1,1.78,1
31,66.34,0
46,86.94,1
26,49.92,1
20,38.8,1
38,77.13999999999999,0
21,45.78,0
25,54.0,0
31,59.519999999999996,0
1,1.94,0
37,72.52,0
42,85.25999999999999,0
48,94.56,0
10,22.200000000000003,0
34,74.12,0
13,26.909999999999997,0
4,8.44,0
10,19.099999999999998,0
12,24.240000000000002,0
47,88.36,1
30,60.89999999999999,0
11,19.36,1
5,11.15,0
11,23.209999999999997,0
19,42.18000000000001,0
31,66.64999999999999,1
3,5.3100000000000005,1
6,11.100000000000001,1
45,80.1,1
25,49.5,1
36,70.2,1
5,10.9,0
40,80.39999999999999,0
31,62.0,0
20,37.8,0
4,8.0,0
44,88.44,0
19,41.61,1
44,92.83999999999999,0
29,54.809999999999995,0
25,50.0,0
3,5.49,1
8,16.88,0
34,74.12,0
18,35.64,1
39,76.05,1
25,54.50000000000001,0
7,14.349999999999998,1
27,54.809999999999995,0
8,14.32,1
50,99.5,1
23,51.29,1
23,50.6,0
39,72.15,1
40,72.0,1
37,65.12,1
4,8.44,0
48,87.84,1
24,46.56,0
16,30.72,1
27,51.57,1
33,67.64999999999999,0
32,66.24,1
13,24.439999999999998,1
1,2.24,0
22,48.84,0
33,69.96000000000001,0
16,29.12,0
12,23.759999999999998,1
13,27.689999999999998,0
19,35.34,1
4,7.32,1
34,72.76,0
28,53.76,1
29,58.0,0
39,78.0,1
22,47.080000000000005,0
17,36.55,1
41,80.36,1
6,12.600000000000001,0
45,90.9,0
29,61.769999999999996,0
44,82.28,1
25,54.25,1
46,101.2,0
25,45.25,0
44,78.76,1
16,30.4,0
40,87.6,0
3,6.0600000000000005,1
37,81.4,0
45,93.14999999999999,0
20,39.2,1
5,9.3,1
20,35.6,1
14,26.040000000000003,1
23,47.61,0
38,80.56,1
26,50.44,0
5,11.200000000000001,0
50,108.0,0
6,12.299999999999999,0
49,102.9,0
32,56.0,0
1,1.91,1
19,42.75,1
14,29.54,1
20,43.8,0
31,56.730000000000004,1
27,55.88999999999999,1
2,4.26,0
29,64.09,0
21,39.06,1
21,37.38,1
3,5.61,1
40,79.2,1
13,23.14,1
36,74.88,0
2,4.5,0
34,60.52,0
32,68.16,0
5,11.200000000000001,0
41,71.75,1
21,44.52,0
44,79.64,0
39,73.32,1
32,64.64,0
33,73.92,0
5,9.15,0
36,78.84,0
40,75.19999999999999,1
21,46.41,1
46,96.60000000000001,1
17,37.57,0
40,82.8,0
39,70.2,1
28,58.800000000000004,0
47,96.35,0
22,40.260000000000005,1
29,53.650000000000006,1
30,53.1,1
21,40.949999999999996,1
9,18.81,0
31,65.41,1
35,71.05,0
28,57.959999999999994,0
34,60.86,1
46,93.84,0
49,107.80000000000001,0
46,86.47999999999999,1
41,72.98,1
30,63.0,0
40,81.19999999999999,0
44,78.32000000000001,1
30,61.49999999999999,0
50,93.5,1
35,74.9,0
1,1.76,1
31,63.24,0
50,93.0,0
45,90.44999999999999,1
35,65.45,1
12,24.36,0
28,53.199999999999996,1
32,60.8,0
50,88.0,1
44,83.16,1
30,52.8,1
27,53.19,1
41,75.44,0
37,79.18,0
43,78.69,1
29,58.87,0
1,1.89,0
32,70.4,1
22,42.68,0
48,107.03999999999999,0
15,30.0,0
21,40.74,1
11,20.240000000000002,1
7,13.51,1
16,31.36,1
32,65.28,0
50,102.49999999999999,1
31,61.07,0
35,68.95,1
1,1.86,1
50,97.5,1
36,73.08,0
5,9.85,1
47,94.46999999999998,1
